Comment,Emotion,cleaned_text,tokens,processed_tokens,processed_text
i feel hesitant to do it since i don t have any experience with programming and all,fear,i feel hesitant to do it since i don t have any experience with programming and all,"['i', 'feel', 'hesitant', 'to', 'do', 'it', 'since', 'i', 'don', 't', 'have', 'any', 'experience', 'with', 'programming', 'and', 'all']","['feel', 'hesitant', 'since', 'experience', 'programming']",feel hesitant since experience programming
i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,anger,i was feeling particularly bitchy and i dont think i adequately expressed my appreciation for that,"['i', 'was', 'feeling', 'particularly', 'bitchy', 'and', 'i', 'dont', 'think', 'i', 'adequately', 'expressed', 'my', 'appreciation', 'for', 'that']","['feeling', 'particularly', 'bitchy', 'dont', 'think', 'adequately', 'expressed', 'appreciation']",feeling particularly bitchy dont think adequately expressed appreciation
i do feel confused,fear,i do feel confused,"['i', 'do', 'feel', 'confused']","['feel', 'confused']",feel confused
im with you when your professor looks at you like a spitball when your friend is dying when you cry into your pillow at night when you feel the dangerous tickles of jealousy luring you down into its lair,anger,im with you when your professor looks at you like a spitball when your friend is dying when you cry into your pillow at night when you feel the dangerous tickles of jealousy luring you down into its lair,"['im', 'with', 'you', 'when', 'your', 'professor', 'looks', 'at', 'you', 'like', 'a', 'spitball', 'when', 'your', 'friend', 'is', 'dying', 'when', 'you', 'cry', 'into', 'your', 'pillow', 'at', 'night', 'when', 'you', 'feel', 'the', 'dangerous', 'tickles', 'of', 'jealousy', 'luring', 'you', 'down', 'into', 'its', 'lair']","['im', 'professor', 'looks', 'like', 'spitball', 'friend', 'dying', 'cry', 'pillow', 'night', 'feel', 'dangerous', 'tickles', 'jealousy', 'luring', 'lair']",im professor looks like spitball friend dying cry pillow night feel dangerous tickles jealousy luring lair
i didn t feel rushed to finish millions of things and i was able to focus on each task separately,anger,i didn t feel rushed to finish millions of things and i was able to focus on each task separately,"['i', 'didn', 't', 'feel', 'rushed', 'to', 'finish', 'millions', 'of', 'things', 'and', 'i', 'was', 'able', 'to', 'focus', 'on', 'each', 'task', 'separately']","['feel', 'rushed', 'finish', 'millions', 'things', 'able', 'focus', 'task', 'separately']",feel rushed finish millions things able focus task separately
i feel so tortured,anger,i feel so tortured,"['i', 'feel', 'so', 'tortured']","['feel', 'tortured']",feel tortured
i dunno how it feels to be completely happy the real world has taught me about struggle but what i m going thru is nothing close to struggle,joy,i dunno how it feels to be completely happy the real world has taught me about struggle but what i m going thru is nothing close to struggle,"['i', 'dunno', 'how', 'it', 'feels', 'to', 'be', 'completely', 'happy', 'the', 'real', 'world', 'has', 'taught', 'me', 'about', 'struggle', 'but', 'what', 'i', 'm', 'going', 'thru', 'is', 'nothing', 'close', 'to', 'struggle']","['dunno', 'feels', 'completely', 'happy', 'real', 'world', 'taught', 'struggle', 'going', 'thru', 'nothing', 'close', 'struggle']",dunno feels completely happy real world taught struggle going thru nothing close struggle
i feel like she has taken on the role of a grandmother to me since my beloved grandma is no longer with me,joy,i feel like she has taken on the role of a grandmother to me since my beloved grandma is no longer with me,"['i', 'feel', 'like', 'she', 'has', 'taken', 'on', 'the', 'role', 'of', 'a', 'grandmother', 'to', 'me', 'since', 'my', 'beloved', 'grandma', 'is', 'no', 'longer', 'with', 'me']","['feel', 'like', 'taken', 'role', 'grandmother', 'since', 'beloved', 'grandma', 'longer']",feel like taken role grandmother since beloved grandma longer
i fear that other people ask me about my feelings i am most reluctant to talk about things,fear,i fear that other people ask me about my feelings i am most reluctant to talk about things,"['i', 'fear', 'that', 'other', 'people', 'ask', 'me', 'about', 'my', 'feelings', 'i', 'am', 'most', 'reluctant', 'to', 'talk', 'about', 'things']","['fear', 'people', 'ask', 'feelings', 'reluctant', 'talk', 'things']",fear people ask feelings reluctant talk things
i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,fear,i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,"['i', 'would', 'have', 'smiled', 'except', 'i', 'was', 'starting', 'to', 'feel', 'like', 'any', 'more', 'uptight', 'comments', 'and', 'my', 'jaw', 'would', 'fall', 'right', 'out', 'of', 'my', 'head']","['would', 'smiled', 'except', 'starting', 'feel', 'like', 'uptight', 'comments', 'jaw', 'would', 'fall', 'right', 'head']",would smiled except starting feel like uptight comments jaw would fall right head
i feel so comfortable around him,joy,i feel so comfortable around him,"['i', 'feel', 'so', 'comfortable', 'around', 'him']","['feel', 'comfortable', 'around']",feel comfortable around
i feel completely unsure of any boundaries or normalcy,fear,i feel completely unsure of any boundaries or normalcy,"['i', 'feel', 'completely', 'unsure', 'of', 'any', 'boundaries', 'or', 'normalcy']","['feel', 'completely', 'unsure', 'boundaries', 'normalcy']",feel completely unsure boundaries normalcy
i think of or feel gratitude i think of my kind and gracious heavenly father,joy,i think of or feel gratitude i think of my kind and gracious heavenly father,"['i', 'think', 'of', 'or', 'feel', 'gratitude', 'i', 'think', 'of', 'my', 'kind', 'and', 'gracious', 'heavenly', 'father']","['think', 'feel', 'gratitude', 'think', 'kind', 'gracious', 'heavenly', 'father']",think feel gratitude think kind gracious heavenly father
im feeling really really left out and somewhat dissatisfied with everything,anger,im feeling really really left out and somewhat dissatisfied with everything,"['im', 'feeling', 'really', 'really', 'left', 'out', 'and', 'somewhat', 'dissatisfied', 'with', 'everything']","['im', 'feeling', 'really', 'really', 'left', 'somewhat', 'dissatisfied', 'everything']",im feeling really really left somewhat dissatisfied everything
i simply said how sorry i am and just got out from her car and got into my house feeling restless,fear,i simply said how sorry i am and just got out from her car and got into my house feeling restless,"['i', 'simply', 'said', 'how', 'sorry', 'i', 'am', 'and', 'just', 'got', 'out', 'from', 'her', 'car', 'and', 'got', 'into', 'my', 'house', 'feeling', 'restless']","['simply', 'said', 'sorry', 'got', 'car', 'got', 'house', 'feeling', 'restless']",simply said sorry got car got house feeling restless
i am feeling weird and feel wanna know,fear,i am feeling weird and feel wanna know,"['i', 'am', 'feeling', 'weird', 'and', 'feel', 'wan', 'na', 'know']","['feeling', 'weird', 'feel', 'wan', 'na', 'know']",feeling weird feel wan na know
i had an incredible feeling of frantic despair,fear,i had an incredible feeling of frantic despair,"['i', 'had', 'an', 'incredible', 'feeling', 'of', 'frantic', 'despair']","['incredible', 'feeling', 'frantic', 'despair']",incredible feeling frantic despair
i feel reluctant to sell but hey,fear,i feel reluctant to sell but hey,"['i', 'feel', 'reluctant', 'to', 'sell', 'but', 'hey']","['feel', 'reluctant', 'sell', 'hey']",feel reluctant sell hey
i take a long sip and feel the cold sensation of the iced capp,anger,i take a long sip and feel the cold sensation of the iced capp,"['i', 'take', 'a', 'long', 'sip', 'and', 'feel', 'the', 'cold', 'sensation', 'of', 'the', 'iced', 'capp']","['take', 'long', 'sip', 'feel', 'cold', 'sensation', 'iced', 'capp']",take long sip feel cold sensation iced capp
i wasn t feeling pressured even if this was the longest race and the one i expected the most from,fear,i wasn t feeling pressured even if this was the longest race and the one i expected the most from,"['i', 'wasn', 't', 'feeling', 'pressured', 'even', 'if', 'this', 'was', 'the', 'longest', 'race', 'and', 'the', 'one', 'i', 'expected', 'the', 'most', 'from']","['feeling', 'pressured', 'even', 'longest', 'race', 'one', 'expected']",feeling pressured even longest race one expected
i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself,anger,i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself,"['i', 'also', 'hope', 'you', 'understand', 'why', 'i', 'feel', 'so', 'angry', 'with', 'you', 'when', 'you', 'dont', 'support', 'the', 'hat', 'rule', 'or', 'when', 'you', 'turn', 'up', 'at', 'a', 'school', 'event', 'sans', 'hat', 'yourself']","['also', 'hope', 'understand', 'feel', 'angry', 'dont', 'support', 'hat', 'rule', 'turn', 'school', 'event', 'sans', 'hat']",also hope understand feel angry dont support hat rule turn school event sans hat
i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,fear,i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,"['i', 'remember', 'feeling', 'the', 'most', 'terrified', 'i', 'had', 'ever', 'felt', 'in', 'my', 'entire', 'life', 'and', 'that', 'its', 'still', 'affecting', 'me', 'now', 'but', 'ive', 'never', 'thought', 'it', 'accounted', 'to', 'trauma']","['remember', 'feeling', 'terrified', 'ever', 'felt', 'entire', 'life', 'still', 'affecting', 'ive', 'never', 'thought', 'accounted', 'trauma']",remember feeling terrified ever felt entire life still affecting ive never thought accounted trauma
i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,fear,i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,"['i', 'had', 'for', 'me', 'to', 'confess', 'my', 'feelings', 'for', 'her', 'but', 'still', 'i', 'couldnt', 'bring', 'myself', 'to', 'her', 'for', 'i', 'was', 'scared', 'of', 'losing', 'her', 'once', 'more']","['confess', 'feelings', 'still', 'couldnt', 'bring', 'scared', 'losing']",confess feelings still couldnt bring scared losing
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,anger,im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,"['im', 'clearly', 'influenced', 'by', 'the', 'dash', 'happiness', 'of', 'emily', 'dickinson', 'for', 'example', 'and', 'i', 'use', 'dashes', 'instead', 'of', 'colons', 'or', 'semi', 'colons', 'to', 'enhance', 'the', 'feelings', 'of', 'rushed', 'enjambment', 'in', 'the', 'sonnet']","['im', 'clearly', 'influenced', 'dash', 'happiness', 'emily', 'dickinson', 'example', 'use', 'dashes', 'instead', 'colons', 'semi', 'colons', 'enhance', 'feelings', 'rushed', 'enjambment', 'sonnet']",im clearly influenced dash happiness emily dickinson example use dashes instead colons semi colons enhance feelings rushed enjambment sonnet
i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,anger,i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,"['i', 'pray', 'that', 'the', 'eyes', 'that', 'read', 'this', 'the', 'minds', 'that', 'comprehend', 'this', 'and', 'the', 'hearts', 'that', 'feel', 'this', 'will', 'not', 'be', 'offended']","['pray', 'eyes', 'read', 'minds', 'comprehend', 'hearts', 'feel', 'offended']",pray eyes read minds comprehend hearts feel offended
